Bal;compte;soldeReportDebit;soldeReportCredit;soldeBaseDebit;soldeBaseCredit;debit_base;credit_base;soldeFinDebit;soldeFinCredit
Bal;100;0;0;100;0;100;
Bal;101;0;0;101;0;101;
Bal;102;0;0;102;0;102;
Bal;103;0;0;103;0;103;
Bal;104;0;0;104;0;104;
Bal;105;0;0;105;0;105;
Bal;106;0;0;106;0;106;
Bal;1061;0;0;1061;0;1061;
Bal;1062;0;0;1062;0;1062;
Bal;1063;0;0;1063;0;1063;
Bal;1064;0;0;1064;0;1064;
Bal;1065;0;0;1065;0;1065;
Bal;1066;0;0;1066;0;1066;
Bal;1067;0;0;1067;0;1067;
Bal;1068;0;0;1068;0;1068;
Bal;107;0;0;107;0;107;
Bal;108;0;0;108;0;108;
Bal;1081;1668939.5;;1664829.5;7812168;;
Bal;109;;990;229.5;1420;;2180.5
Bal;110;0;0;110;0;110;
Bal;120;0;0;120;0;120;
Bal;130;0;0;130;0;130;
Bal;131;0;0;131;0;131;
Bal;140;0;0;140;0;140;
Bal;150;0;0;150;0;150;
Bal;151;0;0;151;0;151;
Bal;152;0;0;152;0;152;
Bal;153;0;0;153;0;153;
Bal;154;0;0;154;0;154;
Bal;155;0;0;155;0;155;
Bal;156;0;0;156;0;156;
Bal;157;0;0;157;0;157;
Bal;158;0;0;158;0;158;
Bal;159;0;0;159;0;159;
Bal;160;0;0;160;0;160;
Bal;161;0;0;161;0;161;
Bal;162;0;0;162;0;162;
Bal;163;0;0;163;0;163;
Bal;164;0;0;164;0;164;
Bal;165;0;0;165;0;165;
Bal;166;0;0;166;0;166;
Bal;167;0;0;167;0;167;
Bal;1671;0;0;1671;0;1671;
Bal;1672;0;0;1672;0;1672;
Bal;1673;0;0;1673;0;1673;
Bal;1674;0;0;1674;0;1674;
Bal;1675;0;0;1675;0;1675;
Bal;1676;0;0;1676;0;1676;
Bal;1677;0;0;1677;0;1677;
Bal;1678;0;0;1678;0;1678;
Bal;1679;0;0;1679;0;1679;
Bal;168;0;0;168;0;168;
Bal;1680;0;0;1680;0;1680;
Bal;1681;0;0;1681;0;1681;
Bal;1682;0;0;1682;0;1682;
Bal;1683;0;0;1683;0;1683;
Bal;1684;0;0;1684;0;1684;
Bal;1685;0;0;1685;0;1685;
Bal;1686;0;0;1686;0;1686;
Bal;1687;0;0;1687;0;1687;
Bal;16880;0;0;16880;0;16880;
Bal;16881;0;0;16881;0;16881;
Bal;16883;0;0;16883;0;16883;
Bal;16884;0;0;16884;0;16884;
Bal;16885;0;0;16885;0;16885;
Bal;16886;0;0;16886;0;16886;
Bal;16887;0;0;16887;0;16887;
Bal;16888;0;0;16888;0;16888;
Bal;16889;0;0;16889;0;16889;
Bal;1689;0;0;1689;0;1689;
Bal;169;;1690;169;1690;;3211
Bal;170;0;0;170;0;170;
Bal;180;0;0;180;0;180;
Bal;190;0;0;190;0;190;
Bal;200;;2000;200;2000;;3800
Bal;201;;2010;201;2010;;3819
Bal;202;;2020;202;2020;;3838
Bal;203;;2030;203;2030;;3857
Bal;204;;2040;204;2040;;3876
Bal;205;;2050;205;2050;;3895
Bal;206;;2060;206;2060;;3914
Bal;207;;2070;207;2070;;3933
Bal;208;;2080;208;2080;;3952
Bal;209;;2090;209;2090;;3971
Bal;210;;2100;210;2100;;3990
Bal;211;;2110;211;2110;;4009
Bal;212;;2120;212;2120;;4028
Bal;213;;2130;213;2130;;4047
Bal;214;;2140;214;2140;;4066
Bal;215;;2150;215;2150;;4085
Bal;216;;2160;216;2160;;4104
Bal;217;;2170;217;2170;;4123
Bal;218;;2180;218;2180;;4142
Bal;219;;2190;219;2190;;4161
Bal;220;;2200;220;2200;;4180
Bal;230;;2300;230;2300;;4370
Bal;231;;2310;231;2310;;4389
Bal;232;;2320;232;2320;;4408
Bal;233;;2330;233;2330;;4427
Bal;234;;2340;234;2340;;4446
Bal;235;;2350;235;2350;;4465
Bal;236;;2360;236;2360;;4484
Bal;237;;2370;237;2370;;4503
Bal;238;;2380;238;2380;;4522
Bal;239;;2390;239;2390;;4541
Bal;240;;2400;240;2400;;4560
Bal;241;;2410;0;2410;;4820
Bal;242;;2420;0;2420;;4840
Bal;243;;2430;0;2430;;4860
Bal;244;;2440;0;2440;;4880
Bal;245;;2450;0;2450;;4900
Bal;246;;2460;0;2460;;4920
Bal;247;;2470;0;2470;;4940
Bal;248;;2480;0;2480;;4960
Bal;249;;2490;0;2490;;4980
Bal;250;;2500;250;2500;;4750
Bal;260;;2600;260;2600;;4940
Bal;261;;2610;261;2610;;4959
Bal;262;;2620;262;2620;;4978
Bal;263;;2630;263;2630;;4997
Bal;264;;2640;264;2640;;5016
Bal;265;;2650;265;2650;;5035
Bal;266;;2660;266;2660;;5054
Bal;267;;2670;267;2670;;5073
Bal;268;;2680;268;2680;;5092
Bal;269;;2690;269;2690;;5111
Bal;270;;2700;270;2700;;5130
Bal;271;;2710;271;2710;;5149
Bal;272;;2720;272;2720;;5168
Bal;273;;2730;273;2730;;5187
Bal;274;;2740;274;2740;;5206
Bal;275;;2750;275;2750;;5225
Bal;276;;2760;276;2760;;5244
Bal;2760;0;0;2760;0;2760;
Bal;2761;0;0;2761;0;2761;
Bal;2762;0;0;2762;0;2762;
Bal;2763;0;0;2763;0;2763;
Bal;2764;0;0;2764;0;2764;
Bal;2765;0;0;2765;0;2765;
Bal;2766;0;0;2766;0;2766;
Bal;2767;0;0;2767;0;2767;
Bal;2768;;27680;0;27680;;55360
Bal;27680;0;0;27680;0;27680;
Bal;27681;0;0;27681;0;27681;
Bal;27682;0;0;27682;0;27682;
Bal;27683;0;0;27683;0;27683;
Bal;27684;;276840;27684;276840;;525996
Bal;27685;0;0;27685;0;27685;
Bal;27686;0;0;27686;0;27686;
Bal;27687;0;0;27687;0;27687;
Bal;27688;0;0;27688;0;27688;
Bal;27689;0;0;27689;0;27689;
Bal;2769;0;0;2769;0;2769;
Bal;277;;2770;277;2770;;5263
Bal;278;;2780;278;2780;;5282
Bal;279;;2790;279;2790;;5301
Bal;280;0;0;280;0;280;
Bal;2800;0;0;2800;0;2800;
Bal;2801;0;0;2801;0;2801;
Bal;2802;0;0;2802;0;2802;
Bal;2803;0;0;2803;0;2803;
Bal;2804;0;0;2804;0;2804;
Bal;2805;0;0;2805;0;2805;
Bal;2806;0;0;2806;0;2806;
Bal;2807;0;0;2807;0;2807;
Bal;2808;0;0;2808;0;2808;
Bal;2809;0;0;2809;0;2809;
Bal;281;0;0;281;0;281;
Bal;2810;0;0;2810;0;2810;
Bal;2811;0;0;2811;0;2811;
Bal;2812;0;0;2812;0;2812;
Bal;2813;0;0;2813;0;2813;
Bal;2814;0;0;2814;0;2814;
Bal;2815;0;0;2815;0;2815;
Bal;2816;0;0;2816;0;2816;
Bal;2817;0;0;2817;0;2817;
Bal;2818;0;0;2818;0;2818;
Bal;2819;0;0;2819;0;2819;
Bal;282;0;0;282;0;282;
Bal;283;0;0;283;0;283;
Bal;2830;0;0;2830;0;2830;
Bal;2831;0;0;2831;0;2831;
Bal;2832;0;0;2832;0;2832;
Bal;2833;0;0;2833;0;2833;
Bal;2834;0;0;2834;0;2834;
Bal;2835;0;0;2835;0;2835;
Bal;2836;0;0;2836;0;2836;
Bal;2837;0;0;2837;0;2837;
Bal;2838;0;0;2838;0;2838;
Bal;2839;0;0;2839;0;2839;
Bal;284;0;0;284;0;284;
Bal;285;0;0;285;0;285;
Bal;286;0;0;286;0;286;
Bal;2860;0;0;2860;0;2860;
Bal;2861;0;0;2861;0;2861;
Bal;2862;0;0;2862;0;2862;
Bal;2863;0;0;2863;0;2863;
Bal;2864;0;0;2864;0;2864;
Bal;2865;0;0;2865;0;2865;
Bal;2866;0;0;2866;0;2866;
Bal;2867;0;0;2867;0;2867;
Bal;2868;0;0;2868;0;2868;
Bal;2869;0;0;2869;0;2869;
Bal;287;0;0;287;0;287;
Bal;2870;0;0;2870;0;2870;
Bal;2871;0;0;2871;0;2871;
Bal;2872;0;0;2872;0;2872;
Bal;2873;0;0;2873;0;2873;
Bal;2874;0;0;2874;0;2874;
Bal;2875;0;0;2875;0;2875;
Bal;2876;0;0;2876;0;2876;
Bal;28760;0;0;28760;0;28760;
